ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
207175_at	7.79e-01	6.88e-01	-0.402805	-7.334508	-0.014389	ADIPOQ	adiponectin, C1Q and collagen domain containing
204694_at	7.49e-01	6.51e-01	-0.453575	-7.3126834	-0.0143805	AFP	alpha fetoprotein
214834_at	7.03e-01	5.96e-01	-0.531202	-7.2743313	-0.0142875	PWAR5	Prader Willi/Angelman region RNA 5
217929_s_at	8.64e-01	8.00e-01	-0.254326	-7.3835167	-0.014265	KIAA0319L	KIAA0319 like
221644_s_at	8.34e-01	7.58e-01	-0.308517	-7.3681916	-0.0142335	SLC45A2	solute carrier family 45 member 2
213113_s_at	9.10e-01	8.64e-01	-0.172201	-7.4011221	-0.014227	SLC43A3	solute carrier family 43 member 3
203551_s_at	8.53e-01	7.84e-01	-0.274551	-7.3781419	-0.0142217	COX11	COX11, cytochrome c oxidase copper chaperone
217411_s_at	8.11e-01	7.29e-01	-0.346746	-7.3556083	-0.0142204	RREB1	ras responsive element binding protein 1
207378_at	8.01e-01	7.16e-01	-0.36513	-7.3490357	-0.0142087	TREH	trehalase
213300_at	8.56e-01	7.88e-01	-0.270026	-7.3793799	-0.0142084	ATG2A	autophagy related 2A
219013_at	9.14e-01	8.71e-01	-0.163315	-7.4026209	-0.0142035	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11
205772_s_at	8.05e-01	7.22e-01	-0.356837	-7.3520427	-0.0141824	AKAP7	A-kinase anchoring protein 7
202849_x_at	7.43e-01	6.44e-01	-0.463505	-7.3081129	-0.0141414	GRK6	G protein-coupled receptor kinase 6
216479_at	8.31e-01	7.55e-01	-0.312543	-7.3669355	-0.0141382	RPL21P28///SNORA27///SNORD102///RPL21	ribosomal protein L21 pseudogene 28///small nucleolar RNA, H/ACA box 27///small nucleolar RNA, C/D box 102///ribosomal protein L21
217793_at	8.44e-01	7.72e-01	-0.291093	-7.3734405	-0.014138	RAB11B	RAB11B, member RAS oncogene family
221120_at	8.30e-01	7.54e-01	-0.314749	-7.3662401	-0.0141293		
214891_at	7.79e-01	6.87e-01	-0.404685	-7.333746	-0.0141146	FBXO21	F-box protein 21
216146_at	8.14e-01	7.32e-01	-0.342684	-7.3570149	-0.0140637		
216770_at	6.80e-01	5.70e-01	-0.569421	-7.2532399	-0.0140459		
203269_at	8.66e-01	8.03e-01	-0.249713	-7.3846852	-0.0140445	NSMAF	neutral sphingomyelinase activation associated factor
214004_s_at	9.24e-01	8.85e-01	-0.145224	-7.4054269	-0.013979	VGLL4	vestigial like family member 4
212716_s_at	9.08e-01	8.61e-01	-0.175516	-7.4005427	-0.0139687	EIF3K	eukaryotic translation initiation factor 3 subunit K
214932_at	7.41e-01	6.42e-01	-0.466663	-7.3066389	-0.0139596	KIDINS220	kinase D-interacting substrate 220kDa
220422_at	8.45e-01	7.74e-01	-0.287651	-7.3744414	-0.0139487	UBQLN3	ubiquilin 3
222007_s_at	7.83e-01	6.93e-01	-0.395909	-7.3372735	-0.0139348	FKBP8	FK506 binding protein 8
215142_at	8.38e-01	7.64e-01	-0.301313	-7.3703987	-0.0139192	HYPM	huntingtin interacting protein M
213704_at	9.18e-01	8.76e-01	-0.156254	-7.4037551	-0.013905	SNORD45C///SNORD45A///SNORD45B///RABGGTB	small nucleolar RNA, C/D box 45C///small nucleolar RNA, C/D box 45A///small nucleolar RNA, C/D box 45B///Rab geranylgeranyltransferase beta subunit
219651_at	7.32e-01	6.31e-01	-0.482025	-7.2993265	-0.0139024	DPPA4	developmental pluripotency associated 4
219669_at	8.26e-01	7.49e-01	-0.320292	-7.3644721	-0.0139005	CD177	CD177 molecule
215853_at	8.35e-01	7.60e-01	-0.306232	-7.3688974	-0.0138952		
216589_at	8.24e-01	7.45e-01	-0.325659	-7.3627305	-0.0138906		
215546_at	8.60e-01	7.94e-01	-0.262402	-7.3814198	-0.0138612	PSMD5	proteasome 26S subunit, non-ATPase 5
219114_at	8.49e-01	7.79e-01	-0.281022	-7.3763355	-0.0138281	C3orf18	chromosome 3 open reading frame 18
205855_at	7.30e-01	6.28e-01	-0.485692	-7.2975461	-0.0137803	ZNF197	zinc finger protein 197
216922_x_at	8.39e-01	7.66e-01	-0.298779	-7.3711628	-0.0137224	DAZ4///DAZ2///DAZ3///DAZ1	deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1
214361_s_at	8.16e-01	7.35e-01	-0.339334	-7.3581627	-0.0137178	RGS12	regulator of G-protein signaling 12
214242_at	8.85e-01	8.28e-01	-0.218135	-7.3921099	-0.0136987	MAN1A2	mannosidase alpha class 1A member 2
221624_at	8.19e-01	7.40e-01	-0.333292	-7.3602041	-0.0136972	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
206928_at	9.26e-01	8.87e-01	-0.142403	-7.4058347	-0.0136829	ZNF124	zinc finger protein 124
221516_s_at	8.43e-01	7.71e-01	-0.29211	-7.3731426	-0.0136765	MIEF1	mitochondrial elongation factor 1
212770_at	8.37e-01	7.62e-01	-0.304118	-7.3695456	-0.0136583	TLE3	transducin like enhancer of split 3
219272_at	8.81e-01	8.23e-01	-0.223708	-7.3908723	-0.0136521	TRIM62	tripartite motif containing 62
214059_at	9.23e-01	8.84e-01	-0.14683	-7.405191	-0.0136158	IFI44	interferon induced protein 44
205669_at	7.74e-01	6.81e-01	-0.411899	-7.3307882	-0.0136143	NCAM2	neural cell adhesion molecule 2
214128_at	7.99e-01	7.13e-01	-0.369001	-7.3476085	-0.0135987	DAGLA	diacylglycerol lipase alpha
216371_at	8.39e-01	7.65e-01	-0.299553	-7.3709301	-0.0135779		
220657_at	8.98e-01	8.46e-01	-0.19495	-7.3969237	-0.0135763	KLHL11	kelch like family member 11
36865_at	7.40e-01	6.40e-01	-0.468782	-7.3056445	-0.0135641	ANGEL1	angel homolog 1
205670_at	8.22e-01	7.44e-01	-0.327966	-7.361973	-0.0135444	GAL3ST1	galactose-3-O-sulfotransferase 1
208179_x_at	8.24e-01	7.46e-01	-0.325164	-7.3628924	-0.0135395	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3
214487_s_at	8.63e-01	7.98e-01	-0.256092	-7.3830638	-0.0135353	RAP2B///RAP2A	RAP2B, member of RAS oncogene family///RAP2A, member of RAS oncogene family
210840_s_at	9.01e-01	8.50e-01	-0.189932	-7.3978946	-0.0135164	IQGAP1	IQ motif containing GTPase activating protein 1
220268_at	7.86e-01	6.97e-01	-0.390467	-7.3394221	-0.0135093	AAMDC	adipogenesis associated Mth938 domain containing
211861_x_at	7.91e-01	7.02e-01	-0.383412	-7.3421636	-0.0135025	CD28	CD28 molecule
216911_s_at	7.53e-01	6.57e-01	-0.445587	-7.316288	-0.0134704	HIC2	hypermethylated in cancer 2
205509_at	8.72e-01	8.12e-01	-0.238822	-7.3873589	-0.0134675	CPB1	carboxypeptidase B1
207301_at	8.13e-01	7.32e-01	-0.343612	-7.3566951	-0.0134478	EFNA5	ephrin A5
213108_at	8.26e-01	7.49e-01	-0.321187	-7.3641835	-0.0134191	CAMK2A	calcium/calmodulin dependent protein kinase II alpha
210798_x_at	8.66e-01	8.03e-01	-0.250495	-7.3844887	-0.0134154	MASP2	mannan binding lectin serine peptidase 2
217501_at	7.84e-01	6.94e-01	-0.394795	-7.3377155	-0.0134146	CIAO1	cytosolic iron-sulfur assembly component 1
213377_x_at	8.66e-01	8.03e-01	-0.250604	-7.3844612	-0.0134144	RPS12	ribosomal protein S12
216455_at	8.13e-01	7.32e-01	-0.343742	-7.3566503	-0.0134131	LOC101927181	uncharacterized LOC101927181
215687_x_at	8.71e-01	8.09e-01	-0.242001	-7.3865909	-0.013407	PLCB1	phospholipase C beta 1
210673_x_at	9.30e-01	8.94e-01	-0.13404	-7.4069971	-0.013397	NKX2-1	NK2 homeobox 1
212682_s_at	8.47e-01	7.76e-01	-0.284878	-7.375239	-0.0133426	LMF2	lipase maturation factor 2
208148_at	7.93e-01	7.06e-01	-0.37883	-7.3439175	-0.0133164	MYH4	myosin heavy chain 4
204943_at	7.95e-01	7.07e-01	-0.37625	-7.3448957	-0.0132817	ADAM12	ADAM metallopeptidase domain 12
218955_at	8.14e-01	7.34e-01	-0.341176	-7.357533	-0.0132187	BRF2	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit
206186_at	8.25e-01	7.47e-01	-0.323739	-7.3633567	-0.0132084	MPP3	membrane palmitoylated protein 3
216444_at	8.28e-01	7.51e-01	-0.318327	-7.3651022	-0.0131586		
210996_s_at	9.10e-01	8.63e-01	-0.172445	-7.4010798	-0.0131579	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
214842_s_at	8.71e-01	8.10e-01	-0.241282	-7.3867654	-0.0131555	ALB	albumin
215406_at	7.97e-01	7.11e-01	-0.372017	-7.3464863	-0.0130946		
203576_at	8.96e-01	8.44e-01	-0.197403	-7.3964399	-0.0130697	BCAT2	branched chain amino acid transaminase 2
216195_at	7.85e-01	6.95e-01	-0.392863	-7.3384795	-0.013024	ANK2	ankyrin 2, neuronal
208019_at	6.93e-01	5.85e-01	-0.547794	-7.2653538	-0.0130229	ZNF157	zinc finger protein 157
211179_at	8.73e-01	8.12e-01	-0.238183	-7.3875122	-0.0130044	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
216286_at	7.83e-01	6.92e-01	-0.397604	-7.336598	-0.0129916		
208655_at	8.76e-01	8.17e-01	-0.232211	-7.388924	-0.0129713	CCNI	cyclin I
202263_at	9.11e-01	8.66e-01	-0.169552	-7.4015773	-0.0129658	CYB5R1	cytochrome b5 reductase 1
208590_x_at	8.40e-01	7.66e-01	-0.298016	-7.3713913	-0.0129604	GJA3	gap junction protein alpha 3
221774_x_at	8.77e-01	8.17e-01	-0.231875	-7.3890023	-0.0129236	SUPT20H	SPT20 homolog, SAGA complex component
206768_at	8.62e-01	7.96e-01	-0.258521	-7.3824356	-0.0129189	RPL3L	ribosomal protein L3 like
217676_at	8.42e-01	7.69e-01	-0.294429	-7.372459	-0.0129104		
206841_at	8.19e-01	7.39e-01	-0.33351	-7.3601308	-0.0129047	PDE6H	phosphodiesterase 6H
221852_at	8.53e-01	7.84e-01	-0.2751	-7.3779902	-0.0129039		
206466_at	7.92e-01	7.04e-01	-0.381534	-7.342885	-0.012896	ACSBG1	acyl-CoA synthetase bubblegum family member 1
216027_at	7.09e-01	6.03e-01	-0.521354	-7.2795303	-0.0128936	TMX4	thioredoxin related transmembrane protein 4
217459_at	8.51e-01	7.81e-01	-0.278533	-7.3770353	-0.0128898		
214666_x_at	7.70e-01	6.76e-01	-0.41932	-7.3276915	-0.0128477	IREB2	iron responsive element binding protein 2
208136_s_at	7.77e-01	6.85e-01	-0.406567	-7.3329792	-0.0128425	ZNF205-AS1	ZNF205 antisense RNA 1
206809_s_at	8.56e-01	7.89e-01	-0.268655	-7.3797512	-0.0128337	HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
220548_at	7.53e-01	6.57e-01	-0.445607	-7.3162792	-0.0127802	PKDREJ	polycystin (PKD) family receptor for egg jelly
221242_at	8.45e-01	7.74e-01	-0.287457	-7.3744975	-0.0127746		
204527_at	9.02e-01	8.52e-01	-0.186913	-7.3984664	-0.0127582	MYO5A	myosin VA
206959_s_at	8.34e-01	7.58e-01	-0.308716	-7.3681298	-0.012748	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
219435_at	7.98e-01	7.12e-01	-0.369506	-7.3474211	-0.0127445	CTC1	CTS telomere maintenance complex component 1
209438_at	8.47e-01	7.77e-01	-0.283659	-7.3755872	-0.012739	PHKA2	phosphorylase kinase regulatory subunit alpha 2
217494_s_at	8.56e-01	7.88e-01	-0.269561	-7.3795062	-0.0127352	PTENP1	phosphatase and tensin homolog pseudogene 1
222081_at	8.22e-01	7.43e-01	-0.328868	-7.3616753	-0.0127144	SIRT5	sirtuin 5
204227_s_at	8.74e-01	8.14e-01	-0.235796	-7.3880809	-0.0127083	TK2	thymidine kinase 2, mitochondrial
217071_s_at	7.81e-01	6.90e-01	-0.399933	-7.3356653	-0.0127076	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)
216498_at	8.29e-01	7.53e-01	-0.315363	-7.3660458	-0.0126977		
217129_at	7.85e-01	6.95e-01	-0.393017	-7.3384191	-0.012672		
217962_at	9.04e-01	8.55e-01	-0.182591	-7.3992692	-0.0126618	NOP10	NOP10 ribonucleoprotein
215098_at	8.42e-01	7.69e-01	-0.294335	-7.3724868	-0.0126392	RXRB	retinoid X receptor beta
212808_at	8.80e-01	8.22e-01	-0.225842	-7.3903902	-0.012621	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein
211411_at	7.69e-01	6.75e-01	-0.420057	-7.3273812	-0.0126137		
213257_at	8.34e-01	7.58e-01	-0.30851	-7.3681938	-0.0126048	SARM1	sterile alpha and TIR motif containing 1
216225_at	7.27e-01	6.26e-01	-0.489413	-7.2957255	-0.012597		
214026_s_at	8.60e-01	7.94e-01	-0.262055	-7.3815112	-0.0125822	SPRED2	sprouty related EVH1 domain containing 2
207971_s_at	8.46e-01	7.76e-01	-0.285407	-7.3750874	-0.0125692	CEP68	centrosomal protein 68
220701_at	8.70e-01	8.08e-01	-0.24399	-7.386105	-0.0125552	LINC00216	long intergenic non-protein coding RNA 216
210937_s_at	7.90e-01	7.02e-01	-0.384124	-7.3418891	-0.0125453	PDX1	pancreatic and duodenal homeobox 1
212265_at	9.18e-01	8.76e-01	-0.156529	-7.4037119	-0.0125189	QKI	QKI, KH domain containing RNA binding
206243_at	8.54e-01	7.85e-01	-0.273567	-7.3784127	-0.012495	TIMP4	TIMP metallopeptidase inhibitor 4
216861_at	8.16e-01	7.36e-01	-0.338421	-7.3584735	-0.0124785		
205616_at	8.96e-01	8.43e-01	-0.198511	-7.3962194	-0.0124421	GALNT8///KCNA6	polypeptide N-acetylgalactosaminyltransferase 8///potassium voltage-gated channel subfamily A member 6
208645_s_at	8.46e-01	7.76e-01	-0.285354	-7.3751026	-0.0124383	RPS14	ribosomal protein S14
217999_s_at	8.81e-01	8.24e-01	-0.223514	-7.3909161	-0.0124362	PHLDA1	pleckstrin homology like domain family A member 1
207926_at	8.36e-01	7.61e-01	-0.304582	-7.3694035	-0.0124086	GP5	glycoprotein V platelet
215276_at	8.00e-01	7.15e-01	-0.366549	-7.3485144	-0.0124033	WFDC8	WAP four-disulfide core domain 8
202009_at	8.75e-01	8.15e-01	-0.235062	-7.3882546	-0.0123908	TWF2	twinfilin actin binding protein 2
216461_at	7.92e-01	7.04e-01	-0.380745	-7.3431868	-0.0123797		
219986_s_at	8.58e-01	7.92e-01	-0.26487	-7.3807657	-0.0123647	ACAD10	acyl-CoA dehydrogenase family member 10
217581_at	7.86e-01	6.96e-01	-0.391219	-7.339127	-0.0123557		
221422_s_at	8.15e-01	7.34e-01	-0.340705	-7.3576944	-0.0123517	MIR600///MIR600HG	microRNA 600///MIR600 host gene
222002_at	8.03e-01	7.19e-01	-0.361014	-7.3505367	-0.0123411	C7orf26	chromosome 7 open reading frame 26
218249_at	8.89e-01	8.34e-01	-0.209884	-7.3938849	-0.0123356	ZDHHC6	zinc finger DHHC-type containing 6
202147_s_at	9.40e-01	9.09e-01	-0.114917	-7.4093905	-0.0123198	IFRD1	interferon related developmental regulator 1
202356_s_at	8.21e-01	7.43e-01	-0.329053	-7.3616141	-0.0123165	GTF2F1	general transcription factor IIF subunit 1
207647_at	7.43e-01	6.44e-01	-0.463437	-7.3081448	-0.0123134	CDY1	chromodomain Y-linked 1
217405_x_at	7.84e-01	6.94e-01	-0.393864	-7.3380842	-0.0123114	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
220847_x_at	7.69e-01	6.75e-01	-0.420122	-7.3273535	-0.0122988	ZNF221	zinc finger protein 221
205069_s_at	8.40e-01	7.66e-01	-0.297714	-7.3714819	-0.0122812	ARHGAP26	Rho GTPase activating protein 26
202266_at	9.39e-01	9.07e-01	-0.117361	-7.4091052	-0.012281	TDP2	tyrosyl-DNA phosphodiesterase 2
217057_s_at	9.03e-01	8.53e-01	-0.186104	-7.3986182	-0.0122698	GNAS	GNAS complex locus
207101_at	7.96e-01	7.10e-01	-0.372955	-7.3461352	-0.0122422	VAMP1	vesicle associated membrane protein 1
205143_at	8.12e-01	7.31e-01	-0.344936	-7.3562372	-0.0122372	NCAN	neurocan
215831_at	8.79e-01	8.21e-01	-0.227004	-7.3901258	-0.0122344		
202228_s_at	9.19e-01	8.76e-01	-0.155865	-7.4038163	-0.0121716	NPTN	neuroplastin
221374_at	8.77e-01	8.18e-01	-0.231005	-7.3892048	-0.012165	FGF16	fibroblast growth factor 16
216961_s_at	8.50e-01	7.80e-01	-0.279967	-7.3766329	-0.0121609	RPAIN	RPA interacting protein
208844_at	8.79e-01	8.21e-01	-0.227243	-7.3900711	-0.0121523	VDAC3	voltage dependent anion channel 3
206605_at	8.10e-01	7.28e-01	-0.349339	-7.3547018	-0.0121234	ENDOU	endonuclease, poly(U) specific
209989_at	9.12e-01	8.68e-01	-0.167053	-7.4020001	-0.0120764	ZNF268	zinc finger protein 268
221438_s_at	6.33e-01	5.18e-01	-0.647822	-7.2054189	-0.0120762	TEX12	testis expressed 12
216792_at	7.53e-01	6.57e-01	-0.445979	-7.3161124	-0.0120118		
210919_at	8.05e-01	7.23e-01	-0.355965	-7.3523548	-0.0119289	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1
214195_at	7.95e-01	7.08e-01	-0.375968	-7.3450022	-0.0119223	TPP1	tripeptidyl peptidase 1
209327_s_at	8.26e-01	7.48e-01	-0.321563	-7.3640621	-0.0118764	NOP16	NOP16 nucleolar protein
205275_at	8.28e-01	7.51e-01	-0.317625	-7.3653265	-0.0118738	GTPBP1	GTP binding protein 1
220309_at	8.62e-01	7.97e-01	-0.258144	-7.3825336	-0.0118154	TTC22	tetratricopeptide repeat domain 22
214365_at	8.19e-01	7.39e-01	-0.333508	-7.3601316	-0.011812	TPM3	tropomyosin 3
220143_x_at	8.83e-01	8.26e-01	-0.220495	-7.3915897	-0.0117818	LUC7L	LUC7 like
213763_at	8.40e-01	7.66e-01	-0.297753	-7.37147	-0.0117807	HIPK2	homeodomain interacting protein kinase 2
207036_x_at	8.83e-01	8.25e-01	-0.221364	-7.3913966	-0.0117257	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D
216916_s_at	8.46e-01	7.75e-01	-0.286334	-7.3748211	-0.0117237	DLGAP2	DLG associated protein 2
210812_at	8.16e-01	7.36e-01	-0.33857	-7.3584227	-0.0116684	XRCC4	X-ray repair cross complementing 4
216715_at	7.83e-01	6.92e-01	-0.397271	-7.3367308	-0.0116666		
215263_at	8.09e-01	7.27e-01	-0.350481	-7.3543005	-0.0116534	ZXDB///ZXDA	zinc finger, X-linked, duplicated B///zinc finger, X-linked, duplicated A
217421_at	8.56e-01	7.88e-01	-0.26927	-7.3795848	-0.0116485	PIWIL2	piwi like RNA-mediated gene silencing 2
217431_x_at	8.57e-01	7.90e-01	-0.267126	-7.3801628	-0.0116475	CYBB	cytochrome b-245 beta chain
207875_at	8.01e-01	7.16e-01	-0.364809	-7.3491531	-0.0116441	DKK3	dickkopf WNT signaling pathway inhibitor 3
205834_s_at	8.86e-01	8.29e-01	-0.215957	-7.3925851	-0.0116418	PART1	prostate androgen-regulated transcript 1 (non-protein coding)
201221_s_at	9.06e-01	8.58e-01	-0.179474	-7.3998365	-0.0116176	SNRNP70	small nuclear ribonucleoprotein U1 subunit 70
207087_x_at	8.80e-01	8.21e-01	-0.226772	-7.3901786	-0.0116047	ANK1	ankyrin 1
208431_s_at	8.24e-01	7.45e-01	-0.325595	-7.3627515	-0.0115958	TUB	tubby bipartite transcription factor
208743_s_at	9.37e-01	9.04e-01	-0.12054	-7.4087249	-0.011583	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
201220_x_at	9.15e-01	8.71e-01	-0.162968	-7.4026777	-0.0115724	CTBP2	C-terminal binding protein 2
214557_at	7.58e-01	6.62e-01	-0.438624	-7.3193782	-0.0115721	PTTG2	pituitary tumor-transforming 2
210818_s_at	8.33e-01	7.58e-01	-0.309053	-7.3680251	-0.0115665	GRIK1-AS2///BACH1	GRIK1 antisense RNA 2///BTB domain and CNC homolog 1
210795_s_at	8.18e-01	7.38e-01	-0.335872	-7.3593369	-0.0115656		
207751_at	8.24e-01	7.46e-01	-0.324297	-7.363175	-0.0115561	PRO2949	uncharacterized protein PRO2949
206483_at	8.99e-01	8.48e-01	-0.192479	-7.3974049	-0.0115386	LRRC6	leucine rich repeat containing 6
207965_at	8.43e-01	7.70e-01	-0.292984	-7.3728854	-0.0115304	NEUROG3	neurogenin 3
211775_x_at	8.32e-01	7.56e-01	-0.311536	-7.3672511	-0.0115282		
215605_at	9.12e-01	8.67e-01	-0.167854	-7.4018653	-0.0115193	NCOA2	nuclear receptor coactivator 2
206556_at	8.29e-01	7.53e-01	-0.315586	-7.3659751	-0.0115183	CLUL1	clusterin like 1
221355_at	8.11e-01	7.29e-01	-0.346687	-7.355629	-0.0115138	CHRNG	cholinergic receptor nicotinic gamma subunit
211624_s_at	8.66e-01	8.03e-01	-0.250021	-7.3846079	-0.0114939	DRD2	dopamine receptor D2
218604_at	9.23e-01	8.82e-01	-0.148155	-7.4049946	-0.0114797	LEMD3	LEM domain containing 3
202714_s_at	7.91e-01	7.02e-01	-0.383153	-7.3422634	-0.011451	KIAA0391	KIAA0391
221783_at	8.75e-01	8.15e-01	-0.23426	-7.3884438	-0.0114307	WIZ	widely interspaced zinc finger motifs
215511_at	8.71e-01	8.09e-01	-0.242097	-7.3865676	-0.0113901	TCF20	transcription factor 20
221365_at	8.53e-01	7.84e-01	-0.274733	-7.3780916	-0.011379	MLNR	motilin receptor
212967_x_at	8.93e-01	8.40e-01	-0.202575	-7.3954001	-0.0113687	NAP1L1	nucleosome assembly protein 1 like 1
204397_at	8.44e-01	7.72e-01	-0.290306	-7.3736702	-0.0113538	EML2	echinoderm microtubule associated protein like 2
207983_s_at	9.26e-01	8.87e-01	-0.142269	-7.4058539	-0.0113534	STAG2	stromal antigen 2
214078_at	8.91e-01	8.36e-01	-0.208079	-7.3942641	-0.0113263	PAK3	p21 (RAC1) activated kinase 3
221106_at	8.62e-01	7.97e-01	-0.258259	-7.3825037	-0.011322	SLC22A17	solute carrier family 22 member 17
216480_x_at	8.45e-01	7.74e-01	-0.288185	-7.3742869	-0.0113109	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10
218754_at	8.58e-01	7.91e-01	-0.265734	-7.3805353	-0.0113073	NOL9	nucleolar protein 9
205720_at	9.02e-01	8.52e-01	-0.186958	-7.398458	-0.011307	POMC	proopiomelanocortin
207940_x_at	8.37e-01	7.62e-01	-0.303074	-7.3698641	-0.0113036	CNR1	cannabinoid receptor 1
213074_at	9.05e-01	8.57e-01	-0.18121	-7.3995216	-0.0113034	PHIP	pleckstrin homology domain interacting protein
216016_at	8.37e-01	7.62e-01	-0.303523	-7.3697271	-0.0112823	NLRP3	NLR family pyrin domain containing 3
205524_s_at	8.86e-01	8.29e-01	-0.216557	-7.3924547	-0.0112773	HAPLN1	hyaluronan and proteoglycan link protein 1
52169_at	7.95e-01	7.07e-01	-0.376453	-7.3448188	-0.0112523	STRADA	STE20-related kinase adaptor alpha
207852_at	7.40e-01	6.40e-01	-0.469119	-7.3054857	-0.011224	CXCL5	C-X-C motif chemokine ligand 5
215517_at	8.63e-01	7.98e-01	-0.256042	-7.3830767	-0.0112225	PYGO1	pygopus family PHD finger 1
206732_at	8.71e-01	8.10e-01	-0.241136	-7.386801	-0.0112	SLITRK3	SLIT and NTRK like family member 3
216999_at	7.96e-01	7.10e-01	-0.373143	-7.3460647	-0.0111936	EPOR	erythropoietin receptor
37547_at	8.41e-01	7.68e-01	-0.29523	-7.3722218	-0.0111899	BBS9	Bardet-Biedl syndrome 9
220728_at	8.46e-01	7.75e-01	-0.286922	-7.3746517	-0.0111732		
217991_x_at	9.08e-01	8.62e-01	-0.174642	-7.4006965	-0.0111521	SSBP3	single stranded DNA binding protein 3
215324_at	8.61e-01	7.96e-01	-0.259484	-7.3821851	-0.0110748	SEMA3D	semaphorin 3D
208014_x_at	8.44e-01	7.73e-01	-0.28932	-7.3739574	-0.011053		
208488_s_at	8.36e-01	7.61e-01	-0.304974	-7.3692835	-0.0110409	CR1	complement component 3b/4b receptor 1 (Knops blood group)
208357_x_at	8.43e-01	7.70e-01	-0.29285	-7.372925	-0.0110333	CSH1	chorionic somatomammotropin hormone 1
206826_at	8.32e-01	7.56e-01	-0.311161	-7.3673686	-0.0110305	PMP2	peripheral myelin protein 2
220697_at	7.91e-01	7.03e-01	-0.382172	-7.3426401	-0.0110266		
213405_at	9.39e-01	9.06e-01	-0.118121	-7.4090152	-0.0110213	RAB22A	RAB22A, member RAS oncogene family
217062_at	8.95e-01	8.43e-01	-0.199089	-7.396104	-0.0110069	DMPK	dystrophia myotonica protein kinase
216752_at	7.50e-01	6.53e-01	-0.450884	-7.3139049	-0.0109889	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
207137_at	8.91e-01	8.37e-01	-0.206765	-7.394538	-0.0109846	TONSL	tonsoku-like, DNA repair protein
220866_at	7.97e-01	7.11e-01	-0.372132	-7.3464433	-0.0109774	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6
